Timestamp,Price,Volume
1788285250,51.28,269
1788285252,51.29,123
1788285255,51.27,226
1788285257,51.27,173
1788285258,51.28,126
1788285259,51.28,273
1788285262,51.28,310
1788285264,51.27,85
1788285267,51.26,438
1788285268,51.27,269
1788285271,51.25,68
1788285272,51.24,249
1788285273,51.23,193
1788285275,51.21,228
1788285276,51.20,135
1788285277,51.19,346
1788285278,51.19,309
1788285279,51.17,165
1788285281,51.18,149
1788285284,51.17,169
1788285287,51.17,137
1788285288,51.15,408
1788285290,51.14,104
1788285291,51.16,72
1788285292,51.16,238
1788285293,51.14,244
1788285294,51.14,338
1788285296,51.12,240
1788285298,51.13,211
1788285299,51.14,212
1788285302,51.15,215
1788285305,51.15,125
1788285308,51.14,166
1788285309,51.13,86
1788285311,51.12,122
1788285314,51.13,460
1788285315,51.13,99
1788285316,51.12,185
1788285317,51.13,134
1788285320,51.12,219
1788285321,51.11,105
1788285324,51.11,155
1788285326,51.10,206
1788285327,51.08,289
1788285328,51.06,173
1788285329,51.07,249
1788285331,51.05,278
1788285332,51.05,237
1788285333,51.05,189
1788285335,51.03,351
1788285337,51.01,113
1788285338,51.01,41
1788285341,50.99,359
1788285344,50.99,120
1788285347,50.98,71
1788285349,50.96,66
1788285352,50.97,111
1788285353,50.97,352
1788285356,50.98,119
1788285358,50.99,145
1788285360,50.97,198
1788285362,50.98,137
1788285364,50.98,416
1788285365,50.99,170
1788285367,50.99,122
1788285368,50.99,237
1788285369,50.97,448
1788285370,50.96,126
1788285371,50.97,104
1788285374,50.96,365
1788285375,50.98,130
1788285377,50.96,340
1788285379,50.95,219
1788285382,50.94,446
1788285384,50.94,187
1788285386,50.93,390
1788285387,50.92,395
1788285389,50.92,353
1788285392,50.92,128
1788285393,50.90,310
1788285395,50.90,167
1788285397,50.90,197
1788285400,50.88,94
1788285401,50.86,420
1788285402,50.85,89
1788285403,50.86,289
1788285404,50.84,419
1788285405,50.82,119
1788285407,50.82,277
1788285410,50.81,291
1788285412,50.81,125
1788285413,50.81,350
1788285416,50.80,231
1788285417,50.79,261
1788285420,50.78,179
1788285421,50.77,151
1788285422,50.75,165
1788285423,50.75,176
1788285426,50.73,249
1788285427,50.72,270
1788285430,50.72,170
1788285432,50.72,251
1788285434,50.71,252
1788285437,50.70,368
1788285439,50.69,308
1788285442,50.71,319
1788285443,50.72,187
1788285445,50.73,267
1788285446,50.72,269
1788285449,50.74,107
1788285450,50.75,400
1788285451,50.74,210
1788285454,50.73,206
1788285457,50.73,151
1788285458,50.73,235
1788285461,50.73,373
1788285464,50.72,251
1788285465,50.71,223
1788285467,50.72,167
1788285470,50.70,143
1788285473,50.72,214
1788285474,50.71,57
1788285475,50.69,437
1788285476,50.68,163
1788285477,50.68,241
1788285480,50.69,148
1788285483,50.70,367
1788285484,50.69,253
1788285487,50.67,416
1788285488,50.69,286
1788285491,50.68,98
1788285492,50.69,76
1788285493,50.68,379
1788285494,50.67,20
1788285496,50.66,333
1788285498,50.65,426
1788285499,50.64,90
1788285500,50.64,98
1788285501,50.64,196
1788285504,50.63,241
1788285507,50.63,149
1788285509,50.62,126
1788285511,50.60,113
1788285513,50.61,101
1788285515,50.62,119
1788285518,50.60,175
1788285519,50.59,162
1788285521,50.58,228
1788285522,50.58,416
1788285525,50.57,96
1788285527,50.59,71
1788285529,50.57,106
1788285532,50.57,246
1788285534,50.56,102
1788285537,50.54,296
1788285539,50.53,349
1788285540,50.50,90
1788285543,50.49,85
1788285545,50.50,203
1788285547,50.48,77
1788285549,50.46,163
1788285552,50.45,78
1788285555,50.44,156
1788285556,50.45,164
1788285558,50.44,83
1788285560,50.43,124
1788285561,50.42,218
1788285564,50.41,362
1788285565,50.40,314
1788285567,50.40,130
1788285569,50.39,79
1788285571,50.39,61
1788285572,50.39,69
1788285573,50.38,258
1788285575,50.38,121
1788285576,50.38,198
1788285579,50.39,120
1788285582,50.40,252
1788285584,50.39,98
1788285585,50.41,347
1788285586,50.40,193
1788285587,50.41,286
1788285590,50.40,221
1788285593,50.39,309
1788285594,50.39,138
1788285597,50.39,378
1788285599,50.39,160
1788285600,50.39,104
1788285601,50.37,98
1788285603,50.36,280
1788285606,50.36,197
1788285607,50.36,295
1788285609,50.37,144
1788285610,50.36,378
1788285613,50.33,200
1788285614,50.33,170
1788285616,50.33,303
1788285618,50.32,77
1788285621,50.31,308
1788285622,50.28,163
1788285623,50.28,279
1788285624,50.27,213
1788285625,50.27,103
1788285626,50.28,263
1788285629,50.29,408
1788285631,50.28,98
1788285633,50.28,88
1788285634,50.29,144
1788285635,50.30,170
1788285637,50.29,320
1788285638,50.28,76
1788285640,50.28,167
1788285642,50.27,270
1788285644,50.26,224
1788285645,50.27,418
1788285648,50.27,153
1788285650,50.27,183
1788285653,50.28,213
1788285654,50.29,320
1788285655,50.27,274
1788285658,50.27,165
1788285659,50.26,83
1788285661,50.27,199
1788285662,50.25,462
1788285664,50.24,203
1788285667,50.24,346
1788285670,50.23,201
1788285671,50.23,145
1788285673,50.22,37
1788285674,50.21,122
1788285675,50.21,125
1788285678,50.20,204
1788285679,50.21,98
1788285680,50.23,324
1788285681,50.21,182
1788285682,50.21,443
1788285684,50.20,165
1788285686,50.18,161
1788285687,50.18,180
1788285689,50.18,95
1788285691,50.18,171
1788285693,50.17,150
1788285694,50.15,60
1788285696,50.15,106
1788285698,50.16,148
1788285701,50.16,147
1788285702,50.14,95
1788285704,50.12,213
1788285707,50.11,100
1788285710,50.10,44
1788285711,50.11,213
1788285714,50.11,96
1788285715,50.10,125
1788285718,50.09,106
1788285719,50.09,91
1788285722,50.07,139
1788285724,50.08,219
1788285725,50.09,96
1788285728,50.07,39
1788285730,50.06,229
1788285731,50.06,247
1788285732,50.04,107
1788285733,50.03,218
1788285735,50.03,82
1788285737,50.02,178
1788285739,50.02,29
1788285742,50.01,364
1788285744,50.02,345
1788285747,50.00,189
1788285749,49.98,382
1788285750,49.97,96
1788285753,49.96,234
1788285755,49.95,143
1788285758,49.94,130
1788285760,49.92,306
1788285763,49.91,94
1788285765,49.90,240
1788285767,49.91,19
1788285770,49.91,329
1788285771,49.89,68
1788285773,49.88,167
1788285776,49.87,154
1788285777,49.87,32
1788285778,49.86,428
1788285781,49.87,221
1788285783,49.88,237
1788285784,49.90,405
1788285785,49.89,239
1788285788,49.90,227
1788285791,49.89,151
1788285792,49.89,86
1788285794,49.89,71
1788285796,49.88,100
1788285799,49.90,86
1788285800,49.89,120
1788285802,49.88,70
1788285805,49.87,24
1788285808,49.85,140
1788285810,49.83,167
1788285811,49.81,205
1788285814,49.81,37
1788285815,49.83,69
1788285816,49.84,190
1788285817,49.85,228
1788285820,49.85,249
1788285823,49.85,131
1788285824,49.85,433
1788285826,49.86,341
1788285827,49.85,205
1788285828,49.84,429
1788285830,49.83,167
1788285833,49.82,282
1788285836,49.82,207
1788285839,49.82,265
1788285841,49.80,246
1788285843,49.80,102
1788285844,49.79,20
1788285845,49.79,160
1788285846,49.77,250
1788285849,49.76,123
1788285851,49.74,144
1788285852,49.73,267
1788285853,49.72,181
1788285855,49.72,218
1788285856,49.71,132
1788285858,49.70,173
1788285861,49.69,31
1788285863,49.70,88
1788285865,49.71,152
1788285868,49.70,384
1788285871,49.69,129
1788285874,49.68,207
1788285875,49.68,349
1788285876,49.66,204
1788285877,49.65,233
1788285880,49.66,133
1788285881,49.64,187
1788285883,49.64,239
1788285886,49.63,298
1788285887,49.62,197
1788285890,49.61,131
1788285892,49.62,168
1788285893,49.64,72
1788285896,49.61,132
1788285897,49.61,147
1788285898,49.62,184
1788285899,49.62,177
1788285902,49.63,155
1788285903,49.62,115
1788285905,49.63,127
1788285907,49.62,159
1788285908,49.62,230
1788285909,49.63,437
1788285912,49.61,321
1788285913,49.59,132
1788285915,49.57,231
1788285917,49.57,242
1788285920,49.57,86
1788285923,49.56,185
1788285925,49.55,288
1788285927,49.55,115
1788285930,49.54,61
1788285933,49.55,150
1788285935,49.54,260
1788285937,49.55,246
1788285939,49.54,206
1788285940,49.55,184
1788285942,49.56,158
1788285943,49.55,346
1788285944,49.54,331
1788285946,49.56,143
1788285949,49.55,71
1788285952,49.55,276
1788285955,49.56,168
1788285958,49.56,312
1788285961,49.54,220
1788285964,49.53,94
1788285966,49.52,139
1788285967,49.50,293
1788285970,49.49,344
1788285972,49.49,371
1788285974,49.48,405
1788285977,49.49,127
1788285978,49.48,171
1788285981,49.46,216
1788285982,49.47,50
1788285984,49.46,190
1788285986,49.45,196
1788285987,49.44,272
1788285990,49.42,469
1788285993,49.41,22
1788285995,49.43,152
1788285996,49.43,374
1788285998,49.45,33
1788286001,49.43,33
1788286003,49.42,136
1788286005,49.42,372
1788286006,49.42,358
1788286007,49.41,418
1788286009,49.39,264
1788286012,49.39,124
1788286014,49.39,217
1788286017,49.39,114
1788286019,49.37,429
1788286022,49.36,89
1788286025,49.37,52
1788286028,49.36,120
1788286031,49.35,95
1788286033,49.35,109
1788286034,49.36,157
1788286035,49.34,194
1788286036,49.35,77
1788286037,49.35,115
1788286040,49.36,353
1788286042,49.37,90
1788286043,49.35,185
1788286046,49.37,218
1788286049,49.37,71
1788286051,49.38,231
1788286053,49.40,306
1788286056,49.39,54
1788286058,49.37,308
1788286061,49.38,194
1788286063,49.39,274
1788286065,49.40,189
1788286067,49.41,288
1788286069,49.40,215
1788286071,49.39,290
1788286072,49.38,125
1788286073,49.38,84
1788286075,49.38,183
1788286078,49.38,123
1788286080,49.39,154
1788286082,49.39,229
1788286085,49.40,217
1788286086,49.42,121
1788286089,49.42,349
1788286090,49.42,251
1788286092,49.41,122
1788286094,49.42,207
1788286096,49.40,243
1788286098,49.39,197
1788286101,49.38,164
1788286102,49.37,347
1788286104,49.35,278
1788286107,49.36,167
1788286109,49.36,87
1788286112,49.37,216
1788286114,49.37,347
1788286117,49.38,63
1788286120,49.37,275
1788286122,49.37,101
1788286123,49.35,143
1788286125,49.37,329
1788286126,49.37,63
1788286129,49.37,117
1788286130,49.35,141
1788286131,49.34,245
1788286132,49.33,256
1788286133,49.32,247
1788286134,49.31,215
1788286137,49.32,43
1788286138,49.32,220
1788286140,49.30,111
1788286141,49.28,90
1788286143,49.28,47
1788286146,49.28,133
1788286148,49.27,131
1788286151,49.29,86
1788286152,49.28,304
1788286154,49.26,297
1788286155,49.28,237
1788286158,49.27,112
1788286160,49.28,85
1788286161,49.26,195
1788286162,49.24,127
1788286165,49.23,160
1788286167,49.23,147
1788286170,49.23,363
1788286171,49.22,187
1788286173,49.20,125
1788286176,49.20,86
1788286177,49.19,62
1788286178,49.17,249
1788286180,49.16,380
1788286183,49.15,168
1788286186,49.14,123
1788286187,49.13,93
1788286190,49.12,221
1788286193,49.12,197
1788286195,49.11,141
1788286198,49.12,159
1788286200,49.13,158
1788286201,49.11,229
1788286204,49.09,71
1788286207,49.10,238
1788286210,49.09,329
1788286212,49.08,121
1788286214,49.09,296
1788286215,49.09,140
1788286217,49.08,300
1788286218,49.07,243
1788286219,49.08,83
1788286222,49.07,336
1788286223,49.07,77
1788286224,49.07,175
1788286225,49.05,43
1788286226,49.03,206
1788286228,49.01,98
1788286230,48.99,148
1788286233,49.00,145
1788286234,49.01,231
1788286235,49.00,88
1788286236,48.99,81
1788286239,49.01,291
1788286242,49.01,136
1788286245,49.01,106
1788286248,49.02,144
1788286250,49.02,80
1788286252,49.01,169
1788286253,48.99,117
1788286256,48.99,25
1788286258,48.99,33
1788286259,49.00,135
1788286260,49.00,98
1788286262,48.98,111
1788286265,48.98,128
1788286266,48.97,224
1788286267,48.98,269
1788286270,48.98,386
1788286271,48.96,323
1788286274,48.95,380
1788286275,48.95,82
1788286277,48.94,100
1788286280,48.93,100
1788286282,48.93,242
1788286285,48.93,325
1788286287,48.92,47
1788286290,48.92,351
1788286291,48.90,71
1788286293,48.92,354
1788286294,48.92,53
1788286297,48.93,58
1788286298,48.92,267
1788286300,48.92,241
1788286301,48.90,60
1788286303,48.89,209
1788286305,48.87,392
1788286307,48.86,418
1788286310,48.87,351
1788286311,48.85,283
1788286314,48.86,90
1788286316,48.85,142
1788286318,48.85,89
1788286319,48.84,464
1788286322,48.82,292
1788286325,48.81,105
1788286326,48.82,142
1788286329,48.82,271
1788286332,48.82,120
1788286334,48.83,168
1788286336,48.82,108
1788286337,48.80,125
1788286340,48.79,307
1788286343,48.77,228
1788286346,48.76,206
1788286348,48.76,290
1788286351,48.78,159
1788286352,48.78,114
1788286354,48.76,51
1788286357,48.75,203
1788286360,48.75,85
1788286361,48.74,367
1788286362,48.73,227
1788286364,48.73,76
1788286367,48.71,247
1788286370,48.71,195
1788286372,48.70,156
1788286374,48.68,93
1788286376,48.69,358
1788286377,48.71,150
1788286380,48.70,178
1788286381,48.71,86
1788286384,48.71,60
1788286385,48.70,83
1788286387,48.72,279
1788286388,48.72,102
1788286391,48.71,130
1788286394,48.71,416
1788286397,48.72,235
1788286400,48.73,281
1788286402,48.73,464
1788286405,48.71,101
1788286406,48.72,111
1788286407,48.74,65
1788286410,48.75,275
1788286412,48.75,151
1788286414,48.73,99
1788286416,48.72,331
1788286419,48.70,96
1788286420,48.71,252
1788286421,48.71,163
1788286423,48.71,415
1788286426,48.70,114
1788286427,48.71,133
1788286429,48.72,71
1788286432,48.71,239
1788286433,48.70,108
1788286434,48.70,306
1788286436,48.69,103
1788286438,48.69,110
1788286439,48.70,48
1788286440,48.72,82
1788286441,48.72,49
1788286443,48.70,63
1788286445,48.68,355
1788286448,48.68,68
1788286450,48.68,299
1788286451,48.66,119
1788286453,48.65,236
1788286456,48.64,276
1788286458,48.65,146
1788286460,48.66,150
1788286461,48.65,268
1788286462,48.63,457
1788286463,48.63,149
1788286465,48.64,323
1788286466,48.62,197
1788286468,48.60,170
1788286469,48.59,255
1788286472,48.58,356
1788286473,48.58,365
1788286476,48.57,126
1788286477,48.57,234
1788286478,48.56,164
1788286481,48.56,206
1788286484,48.54,95
1788286485,48.55,178
1788286487,48.54,59
1788286488,48.53,160
1788286489,48.51,220
1788286490,48.51,219
1788286492,48.51,112
1788286495,48.51,220
1788286496,48.50,388
1788286499,48.49,250
1788286502,48.48,58
1788286504,48.48,414
1788286506,48.48,90
1788286509,48.46,259
1788286512,48.47,201
1788286515,48.46,153
1788286516,48.44,374
1788286519,48.43,341
1788286521,48.43,231
1788286522,48.43,416
1788286523,48.43,345
1788286524,48.43,59
1788286527,48.43,282
1788286530,48.44,122
1788286532,48.44,94
1788286533,48.44,190
1788286536,48.45,113
1788286539,48.44,169
1788286542,48.45,19
1788286545,48.43,312
1788286548,48.42,369
1788286549,48.40,251
1788286552,48.39,347
1788286555,48.41,91
1788286556,48.39,244
1788286558,48.39,82
1788286559,48.40,163
1788286560,48.40,86
1788286563,48.40,345
1788286564,48.38,77
1788286567,48.37,102
1788286568,48.35,73
1788286569,48.36,61
1788286570,48.36,195
1788286572,48.35,39
1788286573,48.36,94
1788286576,48.36,203
1788286579,48.35,420
1788286581,48.35,82
1788286582,48.36,99
1788286584,48.37,113
1788286585,48.35,392
1788286587,48.34,276
1788286590,48.34,291
1788286593,48.36,69
1788286595,48.37,216
1788286596,48.36,63
1788286597,48.37,189
1788286600,48.36,260
1788286601,48.34,145
1788286604,48.33,45
1788286606,48.32,336
1788286607,48.32,210
1788286608,48.34,115
1788286610,48.34,303
1788286613,48.34,341
1788286616,48.34,248
1788286617,48.32,307
1788286620,48.31,274
1788286621,48.29,44
1788286622,48.30,356
1788286625,48.31,162
1788286628,48.31,331
1788286629,48.31,372
1788286631,48.32,410
1788286634,48.32,214
1788286637,48.33,330
1788286638,48.35,202
1788286639,48.33,328
1788286642,48.32,141
1788286644,48.31,162
1788286647,48.32,294
1788286650,48.32,210
1788286651,48.30,201
1788286654,48.30,385
1788286657,48.31,105
1788286658,48.29,174
1788286660,48.29,138
1788286662,48.29,113
1788286663,48.27,318
1788286665,48.27,303
1788286666,48.28,67
1788286669,48.27,207
1788286670,48.28,280
1788286673,48.29,454
1788286676,48.28,219
1788286679,48.27,133
1788286680,48.27,102
1788286682,48.27,323
1788286685,48.28,374
1788286686,48.27,152
1788286688,48.29,269
1788286691,48.28,105
1788286692,48.26,90
1788286693,48.25,78
1788286695,48.26,207
1788286696,48.28,72
1788286699,48.26,377
1788286702,48.27,334
1788286703,48.26,62
1788286706,48.27,299
1788286707,48.29,198
1788286708,48.29,212
1788286710,48.27,97
1788286712,48.27,183
1788286714,48.26,233
1788286716,48.25,150
1788286718,48.26,53
1788286721,48.24,419
1788286722,48.26,64
1788286723,48.25,94
1788286725,48.24,391
1788286728,48.25,164
1788286729,48.25,153
1788286731,48.24,189
1788286733,48.23,331
1788286735,48.22,99
1788286737,48.20,396
1788286738,48.21,256
1788286740,48.20,177
1788286741,48.20,230
1788286744,48.20,111
1788286747,48.20,328
1788286748,48.21,94
1788286751,48.20,53
1788286752,48.18,194
1788286754,48.18,149
1788286756,48.18,248
1788286759,48.17,144
1788286760,48.17,188
1788286761,48.16,183
1788286762,48.17,236
1788286764,48.19,408
1788286765,48.20,365
1788286768,48.20,206
1788286771,48.21,153
1788286774,48.19,420
1788286777,48.19,461
1788286779,48.19,245
1788286782,48.18,260
1788286783,48.19,464
1788286786,48.19,160
1788286789,48.18,391
1788286791,48.16,181
1788286792,48.16,274
1788286795,48.17,64
1788286796,48.15,127
1788286799,48.14,349
1788286802,48.13,39
1788286805,48.13,40
1788286806,48.12,117
1788286808,48.13,299
1788286811,48.14,101
1788286812,48.14,304
1788286814,48.14,128
1788286815,48.14,298
1788286816,48.16,146
1788286817,48.17,117
1788286818,48.15,180
1788286821,48.16,77
1788286824,48.15,123
1788286825,48.14,122
1788286826,48.13,120
1788286829,48.13,284
1788286831,48.15,349
1788286833,48.15,343
1788286835,48.14,126
1788286837,48.13,204
1788286839,48.12,111
1788286840,48.13,22
1788286843,48.11,208
1788286844,48.12,147
1788286847,48.13,155
1788286849,48.12,205
1788286850,48.12,103
1788286852,48.10,198
1788286854,48.10,126
1788286855,48.09,122
1788286857,48.09,270
1788286860,48.09,201
1788286862,48.08,79
1788286865,48.07,112
1788286866,48.07,172
1788286867,48.07,269
1788286869,48.06,71
1788286870,48.05,184
1788286873,48.05,81
1788286875,48.05,38
1788286878,48.05,183
1788286880,48.04,256
1788286882,48.03,331
1788286884,48.02,140
1788286887,48.01,179
1788286890,48.00,54
1788286892,47.99,288
1788286895,47.97,313
1788286898,47.96,269
1788286900,47.96,133
1788286901,47.95,74
1788286904,47.95,195
1788286905,47.96,407
1788286908,47.96,77
1788286911,47.95,218
1788286913,47.95,260
1788286915,47.95,262
1788286918,47.96,177
1788286920,47.94,313
1788286923,47.94,50
1788286925,47.94,186
1788286928,47.92,198
1788286929,47.91,383
1788286931,47.89,215
1788286932,47.89,211
1788286933,47.89,347
1788286936,47.88,305
1788286937,47.87,107
1788286940,47.88,136
1788286942,47.87,90
1788286943,47.86,151
1788286944,47.87,87
1788286946,47.85,175
1788286947,47.86,242
1788286949,47.85,46
1788286950,47.83,348
1788286953,47.84,111
1788286955,47.83,360
1788286956,47.83,310
1788286958,47.82,173
1788286961,47.81,73
1788286962,47.81,354
1788286963,47.81,60
1788286965,47.80,331
1788286966,47.81,277
1788286967,47.80,140
1788286970,47.81,124
1788286973,47.81,55
1788286975,47.80,382
1788286976,47.81,273
1788286977,47.82,48
1788286980,47.82,192
1788286982,47.82,238
1788286984,47.82,362
1788286987,47.81,66
1788286989,47.82,283
1788286991,47.83,177
1788286994,47.83,411
1788286997,47.82,80
1788286999,47.80,70
1788287001,47.78,147
1788287003,47.78,393
1788287004,47.79,318
1788287007,47.78,116
1788287008,47.79,261
1788287010,47.79,429
1788287013,47.78,118
1788287015,47.78,204
1788287017,47.77,185
1788287018,47.77,411
1788287021,47.78,88
1788287024,47.77,304
1788287027,47.79,98
1788287029,47.78,93
1788287030,47.77,167
1788287031,47.78,103
1788287034,47.76,393
1788287037,47.75,170
1788287039,47.74,112
1788287041,47.73,249
1788287043,47.72,213
1788287044,47.70,188
1788287046,47.71,125
1788287049,47.70,232
1788287051,47.70,146
1788287053,47.68,157
1788287056,47.68,63
1788287057,47.67,191
1788287058,47.65,158
1788287061,47.64,176
1788287064,47.62,213
1788287066,47.62,247
1788287067,47.60,253
1788287068,47.59,34
1788287071,47.58,208
1788287072,47.58,277
1788287074,47.59,216
1788287076,47.57,150
1788287079,47.57,109
1788287081,47.58,92
1788287084,47.60,453
1788287086,47.60,221
1788287088,47.61,184
1788287091,47.61,145
1788287092,47.59,142
1788287095,47.58,83
1788287096,47.56,89
1788287098,47.54,291
1788287101,47.53,102
1788287103,47.52,97
1788287104,47.53,127
1788287107,47.51,151
1788287110,47.51,138
1788287111,47.52,303
1788287112,47.51,295
1788287115,47.50,326
1788287118,47.50,80
1788287120,47.50,220
1788287123,47.50,84
1788287126,47.50,380
1788287129,47.50,218
1788287131,47.48,428
1788287134,47.47,189
1788287136,47.48,115
1788287139,47.50,96
1788287141,47.48,161
1788287143,47.47,220
1788287144,47.48,245
1788287146,47.48,116
1788287147,47.49,133
1788287148,47.49,266
1788287149,47.49,416
1788287152,47.47,101
1788287155,47.45,166
1788287157,47.47,206
1788287160,47.47,159
1788287162,47.47,226
1788287163,47.46,58
1788287165,47.45,206
1788287166,47.45,109
1788287167,47.45,176
1788287169,47.44,374
1788287170,47.45,231
1788287173,47.45,112
1788287175,47.44,259
1788287177,47.43,178
1788287178,47.43,320
1788287180,47.44,230
1788287182,47.42,214
1788287183,47.40,186
1788287185,47.41,188
1788287188,47.40,195
1788287191,47.41,257
1788287192,47.40,390
1788287193,47.41,69
1788287194,47.40,139
1788287195,47.40,118
1788287197,47.38,98
1788287199,47.37,90
1788287201,47.39,462
1788287202,47.39,266
1788287205,47.40,335
1788287207,47.39,289
1788287208,47.40,232
1788287211,47.40,228
1788287213,47.39,54
1788287216,47.39,122
1788287219,47.39,295
1788287221,47.38,149
1788287223,47.37,80
1788287226,47.39,131
1788287229,47.38,81
1788287230,47.39,182
1788287233,47.38,185
1788287234,47.38,343
1788287235,47.40,104
1788287238,47.40,56
1788287240,47.38,178
1788287243,47.37,279
1788287246,47.36,221
1788287248,47.37,129
1788287251,47.37,89
1788287254,47.35,310
1788287255,47.34,132
1788287257,47.32,113
1788287258,47.33,196
1788287260,47.33,277
1788287263,47.33,387
1788287265,47.32,164
1788287266,47.34,105
1788287267,47.34,82
1788287269,47.34,130
1788287271,47.35,298
1788287274,47.36,148
1788287275,47.37,53
1788287277,47.36,50
1788287280,47.35,299
1788287282,47.33,251
1788287285,47.34,95
1788287287,47.35,199
1788287290,47.33,41
1788287291,47.33,51
1788287292,47.31,70
1788287293,47.33,200
1788287294,47.33,98
1788287297,47.33,32
1788287298,47.34,296
1788287300,47.32,231
1788287302,47.32,109
1788287303,47.32,186
1788287305,47.31,99
1788287307,47.31,153
1788287310,47.32,261
1788287311,47.31,75
1788287312,47.30,150
1788287315,47.32,238
1788287317,47.30,183
1788287319,47.30,253
1788287320,47.28,127
1788287322,47.27,152
1788287325,47.26,209
1788287327,47.26,174
1788287330,47.25,222
1788287331,47.24,169
1788287332,47.23,120
1788287335,47.22,367
1788287338,47.21,197
1788287339,47.22,105
1788287341,47.22,223
1788287342,47.21,202
1788287344,47.20,116
1788287347,47.22,220
1788287350,47.20,179
1788287351,47.20,300
1788287354,47.21,253
1788287357,47.22,141
1788287360,47.20,238
1788287363,47.20,372
1788287365,47.20,218
1788287368,47.19,128
1788287371,47.17,192
1788287374,47.17,168
1788287376,47.18,314
1788287378,47.16,126
1788287380,47.15,70
1788287381,47.14,258
1788287384,47.14,130
1788287387,47.12,232
1788287389,47.13,208
1788287392,47.12,439
1788287393,47.11,203
1788287396,47.13,174
1788287399,47.11,388
1788287400,47.10,251
1788287403,47.09,105
1788287404,47.09,181
1788287406,47.10,372
1788287408,47.11,307
1788287410,47.12,108
1788287412,47.12,120
1788287415,47.12,216
1788287418,47.11,57
1788287421,47.11,91
1788287423,47.09,190
1788287426,47.08,296
1788287427,47.08,282
1788287429,47.07,315
1788287430,47.07,72
1788287433,47.05,186
1788287435,47.06,156
1788287438,47.04,147
1788287440,47.03,234
1788287442,47.03,313
1788287445,47.03,70
1788287448,47.04,35
1788287450,47.04,371
1788287451,47.04,167
1788287452,47.03,191
1788287454,47.05,359
1788287456,47.03,71
1788287459,47.02,306
1788287461,47.03,150
1788287464,47.03,237
1788287466,47.02,140
1788287469,47.01,25
1788287472,47.01,111
1788287474,47.01,364
1788287477,47.00,149
1788287478,47.00,41
1788287479,46.98,59
1788287480,46.97,336
1788287482,46.96,180
1788287484,46.94,70
1788287487,46.93,219
1788287488,46.93,101
1788287491,46.94,65
1788287493,46.94,141
1788287495,46.93,358
1788287496,46.92,117
1788287499,46.91,61
1788287501,46.92,286
1788287502,46.92,119
1788287504,46.91,268
1788287507,46.90,133
1788287510,46.90,224
1788287513,46.91,312
1788287516,46.92,107
1788287517,46.92,79
1788287519,46.91,153
1788287522,46.90,281
1788287523,46.91,187
1788287525,46.92,170
1788287528,46.91,138
1788287530,46.93,395
1788287533,46.94,207
1788287536,46.92,186
1788287539,46.91,146
1788287541,46.92,61
1788287544,46.91,371
1788287546,46.92,342
1788287547,46.92,197
1788287549,46.91,101
1788287551,46.91,101
1788287552,46.91,256
1788287554,46.92,191
1788287555,46.93,193
1788287556,46.91,173
1788287559,46.90,142
1788287562,46.91,357
1788287565,46.90,397
1788287566,46.90,400
1788287568,46.89,366
1788287571,46.87,341
1788287573,46.86,297
1788287574,46.85,22
1788287575,46.85,54
1788287576,46.87,299
1788287578,46.87,313
1788287581,46.86,224
1788287584,46.85,136
